u_object,1,Deandra baked a cake.
u_object,1,Deandra baked.
u_object,1,Bob carved a drawing.
u_object,1,Bob carved.
u_object,1,Hannah chopped an onion.
u_object,1,Hannah chopped.
u_object,1,Deandra cleaned the sink.
u_object,1,Deandra cleaned.
u_object,1,Sarah cooked a meal.
u_object,1,Sarah cooked.
u_object,1,David crocheted a sweater. 
u_object,1,David crocheted.
u_object,1,Deandra drew a map.
u_object,1,Deandra drew.
u_object,1,Bob drank a coffee.
u_object,1,Bob drank.
u_object,1,Sarah dusted the porch.
u_object,0,Sarah dusted.
u_object,1,Deandra ate a cake.
u_object,1,Deandra ate.
u_object,1,Sarah embroidered a flower.
u_object,0,Sarah embroidered.
u_object,1,James hummed a song.
u_object,1,James hummed.
u_object,1,Bob hunted a whale.
u_object,1,Bob hunted.
u_object,1,Barbara fished for trout.
u_object,1,Barbara fished.
u_object,1,Deandra ironed a suit.
u_object,1,Deandra ironed.
u_object,1,James kneaded the dough.
u_object,0,James kneaded.
u_object,1,Deandra knit a sweater.
u_object,1,Deandra knit.
u_object,1,Hugh mended the dent.
u_object,0,Hugh mended.
u_object,1,Hugh milked the cow.
u_object,0,Hugh milked.
u_object,1,Deandra mowed the lawn.
u_object,0,Deandra mowed.
u_object,1,Olga nursed the child.
u_object,0,Olga nursed.
u_object,1,Barbara packed a bag.
u_object,1,Barbara packed.
u_object,1,Hugh painted a picture.
u_object,1,Hugh painted.
u_object,1,Hannah played a song.
u_object,1,Hannah played.
u_object,1,Deandra plowed the field.
u_object,0,Deandra plowed.
u_object,1,Bob polished the shoes.
u_object,0,Bob polished.
u_object,1,David read a poem.
u_object,1,David read.
u_object,1,Olga recited a story.
u_object,0,Olga recited.
u_object,1,Hannah sewed a mitten.
u_object,1,Hannah sewed.
u_object,1,Olga sculpted a statue.
u_object,1,Olga sculpted.
u_object,1,David sang a hymn.
u_object,1,David sang.
u_object,1,Sarah sketched a hand.
u_object,1,Sarah sketched.
u_object,1,Barbara sowed a seed.
u_object,0,Barbara sowed.
u_object,1,Barbara studied a lecture.
u_object,1,Barbara studied.
u_object,1,Sarah swept the leaves.
u_object,1,Sarah swept.
u_object,1,David taught a class.
u_object,1,David taught.
u_object,1,Olga typed an essay.
u_object,1,Olga typed.
u_object,1,Hugh vacuumed the floor.
u_object,1,Hugh vacuumed.
u_object,1,Olga washed a sock.
u_object,0,Olga washed.
u_object,1,Deandra wove a pattern.
u_object,0,Deandra wove.
u_object,1,Olga whittled a bird.
u_object,0,Olga whittled.
u_object,1,David wrote a story.
u_object,0,David wrote.
u_object,1,Bob blinked his eyes.
u_object,1,Bob blinked.
u_object,1,David clapped his hands.
u_object,1,David clapped.
u_object,1,James nodded his head.
u_object,1,James nodded.
u_object,1,David poined his finger.
u_object,1,David poined.
u_object,1,Hugh shrugged his shoulders.
u_object,1,Hugh shrugged.
u_object,1,Sarah squatted her eyes.
u_object,1,Sarah squatted.
u_object,1,James wagged his tail.
u_object,0,James wagged.
u_object,1,David waved his hand.
u_object,1,David waved.
u_object,1,Peter winked his eye.
u_object,1,Peter winked.
u_object,1,David arched his back.
u_object,0,David arched.
u_object,1,David arched his neck.
u_object,0,David arched.
u_object,1,Deandra bared her teeth.
u_object,0,Deandra bared.
u_object,1,Sarah batted her eyelashes.
u_object,0,Sarah batted.
u_object,1,Hannah beat her feet.
u_object,0,Hannah beat.
u_object,1,Peter blew his nose.
u_object,0,Peter blew.
u_object,1,Bob clenched his fists.
u_object,0,Bob clenched.
u_object,1,Hannah clicked her heels.
u_object,0,Hannah clicked.
u_object,1,Hannah clicked her tongue.
u_object,0,Hannah clicked.
u_object,1,Olga closed her eyes.
u_object,0,Olga closed.
u_object,1,Deandra cocked her head.
u_object,0,Deandra cocked.
u_object,1,Sarah craned her neck.
u_object,0,Sarah craned.
u_object,1,Deandra crooked her finger.
u_object,0,Deandra crooked.
u_object,1,Peter crossed his arms.
u_object,0,Peter crossed.
u_object,1,Peter crossed his eyes.
u_object,0,Peter crossed.
u_object,1,Peter crossed his legs.
u_object,0,Peter crossed.
u_object,1,Olga drummed her finger.
u_object,0,Olga drummed.
u_object,1,Hugh flapped his wings.
u_object,0,Hugh flapped.
u_object,1,Bob flashed his teeth.
u_object,0,Bob flashed.
u_object,1,Bob flexed his muscles.
u_object,1,Bob flexed.
u_object,1,Bob flicked his finger.
u_object,0,Bob flicked.
u_object,1,Barbara fluttered her eyelashes.
u_object,0,Barbara fluttered.
u_object,1,Hannah folded her arms.
u_object,0,Hannah folded.
u_object,1,Hugh gnashed his teeth.
u_object,0,Hugh gnashed.
u_object,1,David ground his teeth.
u_object,0,David ground.
u_object,1,Bob hung his head.
u_object,0,Bob hung.
u_object,1,Hannah hunched her shoulders.
u_object,0,Hannah hunched.
u_object,1,Bob kicked his leg.
u_object,1,Bob kicked.
u_object,1,David knitted his eyebrows.
u_object,0,David knitted.
u_object,1,Peter opened his eyes.
u_object,0,Peter opened.
u_object,1,James puckered his lips.
u_object,0,James puckered.
u_object,1,Sarah pursed her lips.
u_object,0,Sarah pursed.
u_object,1,Peter raised his eyebrows.
u_object,0,Peter raised.
u_object,1,Peter raised his leg.
u_object,0,Peter raised.
u_object,1,Peter raised his hand.
u_object,0,Peter raised.
u_object,1,Hugh rolled his eyes.
u_object,0,Hugh rolled.
u_object,1,Olga rubbed her hands.
u_object,0,Olga rubbed.
u_object,1,Sarah shook her head.
u_object,0,Sarah shook.
u_object,1,Sarah shook her fist.
u_object,0,Sarah shook.
u_object,1,Sarah shook her hands.
u_object,0,Sarah shook.
u_object,1,Barbara showed her teeth.
u_object,0,Barbara showed.
u_object,1,James shuffled his feet.
u_object,0,James shuffled.
u_object,1,Deandra smacked her lips.
u_object,0,Deandra smacked.
u_object,1,Bob snapped his fingers.
u_object,1,Bob snapped.
u_object,1,Hugh stamped his foot.
u_object,0,Hugh stamped.
u_object,1,Deandra stretched her legs.
u_object,1,Deandra stretched.
u_object,1,Barbara tossed her mane.
u_object,0,Barbara tossed.
u_object,1,Hannah turned her head.
u_object,1,Hannah turned.
u_object,1,Barbara twiddled her thumbs.
u_object,0,Barbara twiddled.
u_object,1,Olga twitched her ears.
u_object,1,Olga twitched.
u_object,1,Olga twitched her nose.
u_object,1,Olga twitched.
u_object,1,David wagged his finger.
u_object,0,David wagged.
u_object,1,David wagged his tail.
u_object,0,David wagged.
u_object,1,Barbara waggled her ears.
u_object,0,Barbara waggled.
u_object,1,Barbara wiggled her ears.
u_object,1,Barbara wiggled.
u_object,1,Barbara wiggled her hips.
u_object,1,Barbara wiggled.
u_object,1,Barbara wiggled her nose.
u_object,1,Barbara wiggled.
u_object,1,Sarah wrang her hands.
u_object,0,Sarah wrang.
u_object,1,Olga wrinkled her forehead.
u_object,0,Olga wrinkled.
u_object,1,Olga wrinkled her nose.
u_object,0,Olga wrinkled.
u_object,1,Olga wrinkled her brow.
u_object,0,Olga wrinkled.
u_object,1,Sarah brushed her teeth.
u_object,0,Sarah brushed.
u_object,1,David flossed his teeth.
u_object,1,David flossed.
u_object,1,Deandra shaved her beard.
u_object,1,Deandra shaved.
u_object,1,Deandra shaved her legs.
u_object,1,Deandra shaved.
u_object,1,Hugh washed his hands.
u_object,0,Hugh washed.
u_object,1,Hugh washed his face.
u_object,0,Hugh washed.
u_object,1,Hugh washed his body.
u_object,0,Hugh washed.
u_object,1,Peter bobbed his hair.
u_object,0,Peter bobbed.
u_object,1,Olga braided her hair.
u_object,0,Olga braided.
u_object,1,David brushed his hair.
u_object,0,David brushed.
u_object,1,Sarah clipped her nails.
u_object,0,Sarah clipped.
u_object,1,David cold creamed his face.
u_object,0,David cold creamed.
u_object,1,James combed his hair.
u_object,0,James combed.
u_object,1,Hannah conditioned her hair.
u_object,1,Hannah conditioned.
u_object,1,David crimped his hair.
u_object,0,David crimped.
u_object,1,Sarah cropped her hair.
u_object,0,Sarah cropped.
u_object,1,Sarah curled her hair.
u_object,0,Sarah curled.
u_object,1,Hannah cut her hair.
u_object,0,Hannah cut.
u_object,1,Sarah dyed her hair.
u_object,0,Sarah dyed.
u_object,1,James filed his nails.
u_object,0,James filed.
u_object,1,Sarah hennaed her hair.
u_object,0,Sarah hennaed.
u_object,1,Peter lathered his hair.
u_object,0,Peter lathered.
u_object,1,Peter lathered his body.
u_object,0,Peter lathered.
u_object,1,Hugh manicured his nails.
u_object,0,Hugh manicured.
u_object,1,Olga parted her hair.
u_object,0,Olga parted.
u_object,1,Deandra permed her hair.
u_object,0,Deandra permed.
u_object,1,Peter plaited his hair.
u_object,0,Peter plaited.
u_object,1,Sarah plucked her eyebrows.
u_object,0,Sarah plucked.
u_object,1,Hannah powdered her face.
u_object,0,Hannah powdered.
u_object,1,Hannah powdered her nose.
u_object,0,Hannah powdered.
u_object,1,Barbara rinsed her hair.
u_object,0,Barbara rinsed.
u_object,1,Barbara rinsed her mouth.
u_object,0,Barbara rinsed.
u_object,1,James rouged his cheeks.
u_object,0,James rouged.
u_object,1,James rouged his face.
u_object,0,James rouged.
u_object,1,Peter set his hair.
u_object,0,Peter set.
u_object,1,Hugh shampooed his hair.
u_object,1,Hugh shampooed.
u_object,1,James soaped his hands.
u_object,0,James soaped.
u_object,1,James soaped his body.
u_object,0,James soaped.
u_object,1,Deandra talced her body.
u_object,0,Deandra talced.
u_object,1,Olga teased her hair.
u_object,0,Olga teased.
u_object,1,Peter toweled his face.
u_object,0,Peter toweled.
u_object,1,Peter toweled his hands.
u_object,0,Peter toweled.
u_object,1,Deandra trimmed her hair.
u_object,0,Deandra trimmed.
u_object,1,Deandra trimmed her beard.
u_object,0,Deandra trimmed.
u_object,1,Hannah waved her hair.
u_object,0,Hannah waved.
u_object,1,Hannah barked her shin.
u_object,0,Hannah barked.
u_object,1,Peter bit his lip.
u_object,0,Peter bit.
u_object,1,Deandra bumped her leg.
u_object,0,Deandra bumped.
u_object,1,Deandra bumped her arm.
u_object,0,Deandra bumped.
u_object,1,Barbara burned her leg.
u_object,0,Barbara burned.
u_object,1,Barbara burned her arm.
u_object,0,Barbara burned.
u_object,1,Barbara broke her leg.
u_object,0,Barbara broke.
u_object,1,Barbara broke her arm.
u_object,0,Barbara broke.
u_object,1,Barbara broke her finger.
u_object,0,Barbara broke.
u_object,1,Barbara broke her elbow.
u_object,0,Barbara broke.
u_object,1,Hugh bruised his leg.
u_object,0,Hugh bruised.
u_object,1,Hugh bruised his arm.
u_object,0,Hugh bruised.
u_object,1,Hugh bruised his finger.
u_object,0,Hugh bruised.
u_object,1,Hugh bruised his elbow.
u_object,0,Hugh bruised.
u_object,1,Olga chipped her tooth.
u_object,0,Olga chipped.
u_object,1,Olga cut her finger.
u_object,0,Olga cut.
u_object,1,Olga cut her skin.
u_object,0,Olga cut.
u_object,1,Olga cut her arm.
u_object,0,Olga cut.
u_object,1,Peter fractured his femur.
u_object,0,Peter fractured.
u_object,1,Hugh hurt his head.
u_object,0,Hugh hurt.
u_object,1,Hugh hurt his leg.
u_object,0,Hugh hurt.
u_object,1,Hugh hurt his arm.
u_object,0,Hugh hurt.
u_object,1,Hannah injured her neck.
u_object,0,Hannah injured.
u_object,1,Hannah injured her leg.
u_object,0,Hannah injured.
u_object,1,Hannah injured her arm.
u_object,0,Hannah injured.
u_object,1,Hannah nicked her chin.
u_object,0,Hannah nicked.
u_object,1,Hannah nicked her leg.
u_object,0,Hannah nicked.
u_object,1,Bob pricked his finger.
u_object,0,Bob pricked.
u_object,1,Sarah pulled her muscle.
u_object,0,Sarah pulled.
u_object,1,Peter ruptured his spleen.
u_object,0,Peter ruptured.
u_object,1,Peter scalded his arm.
u_object,0,Peter scalded.
u_object,1,Peter scalded his leg.
u_object,0,Peter scalded.
u_object,1,Peter scratched his chin.
u_object,0,Peter scratched.
u_object,1,James skinned his knee.
u_object,0,James skinned.
u_object,1,Hannah split her lip.
u_object,0,Hannah split.
u_object,1,Barbara sprained her ankle.
u_object,0,Barbara sprained.
u_object,1,Barbara sprained her back.
u_object,0,Barbara sprained.
u_object,1,Barbara sprained her knee.
u_object,0,Barbara sprained.
u_object,1,Barbara sprained her wrist.
u_object,0,Barbara sprained.
u_object,1,Hannah strained her wrist.
u_object,0,Hannah strained.
u_object,1,Hannah strained her leg.
u_object,0,Hannah strained.
u_object,1,Peter stubbed his toe.
u_object,0,Peter stubbed.
u_object,1,Deandra turned her ankle.
u_object,0,Deandra turned.
u_object,1,Deandra twisted her ankle.
u_object,0,Deandra twisted.
u_object,1,Deandra bathed herself.
u_object,1,Deandra bathed.
u_object,1,Bob changed himself.
u_object,1,Bob changed.
u_object,1,David disrobed himself.
u_object,1,David disrobed.
u_object,1,Hugh dressed himself.
u_object,1,Hugh dressed.
u_object,0,Peter exercised himself.
u_object,1,Peter exercised.
u_object,1,Deandra preened herself.
u_object,0,Deandra preened.
u_object,1,Bob primped himself.
u_object,0,Bob primped.
u_object,1,Sarah shaved herself.
u_object,1,Sarah shaved.
u_object,0,Hugh showered himself.
u_object,1,Hugh showered.
u_object,0,Barbara stripped herself.
u_object,1,Barbara stripped.
u_object,1,David undressed himself.
u_object,1,David undressed.
u_object,1,Sarah washed herself.
u_object,1,Sarah washed.
u_object,1,Hannah groomed herself.
u_object,0,Hannah groomed.